month_year,price_eur,month_return,month_return_after_TER
11/2024,743062.829163,-0.04080729,-0.04088718
12/2024,712740.448151,0.035415,0.03532876
01/2025,737982.151255,-0.01520361,-0.01528563
02/2025,726762.157137,-0.05468905,-0.05476779
03/2025,687016.221759,-0.00613028,-0.00621306
04/2025,682804.62123,0.0579546,0.05786648
05/2025,722376.28949,0.00252237,0.00243888
06/2025,724198.393175,0.03653095,0.03644461
07/2025,750654.044942,0.02050611,0.02042111
08/2025,766047.036122,-0.00648728,-0.00657003
09/2025,761077.472414,0.00941833,0.00933425
10/2025,768245.548323,-0.01732632,-0.01740817
11/2025,754934.677598,0.00690444,0.00682058
12/2025,760147.079401,0.05396437,0.05387658
01/2026,801167.93528,,
